Sentiment,Review
Positief,"They are Master's in Consultation Treatment Lab Services and Car Special thanks to Emergency ICU Insurance and Security Teams.,""1"",""4"","""""
Positief,"Overall helpful staff and good service.,""1"",""5"","""""
Positief,"Crowd management can be improved and nursing support staff can be increased in departments,""1"",""3"","""""
Negatief,"Worst hospital Only because of good doctor we came here except that each and every thing here is worst.,""0"",""2"","""""
Positief,"Aster CMI is One of the best hospital with good facilities and the top consultants in the south India.,""1"",""4"","""""
Positief,"I would strongly recommend this hospital to whoever wants top class treatment and best administrative services.,""1"",""4"","""""
Positief,"One of the best hospital with good facilities We had taken full body checkup for both Really good staff and friendly staff,""1"",""5"","""""
Negatief,"We were in the general ward and there was no nurse call option provided,""0"",""2"","""""
Positief,"Admitted for dengue treatment under doctor brunda madam doctor treated very well and helped me to get platlets improvement within a short time,""1"",""4"","""""
Positief,"I got a positive vibes while leaving the hospital they provided get well soon card for me Excellent service treatment.,""1"",""4"","""""
Negatief,"If you have enough money then you can choose this hospital There is no limit on looting patients here.,""1"",""3"","""""
Positief,"For hospitization below is feedback Senior Doctors are good Jr Doctors are not sharing or responding for any queries,""1"",""3"","""""
Negatief,"Nurse station support is very poor we have to follow up for everything.,""0"",""2"","""""
Negatief,"They just say wait  doctor will come or test will start no proper data they have.,""0"",""1"","""""
Positief,"Fantastic treatment doctor nagamalesh sir removed two blocks successfully and he made me very comfortable procedure time awesome support.,""1"",""4"","""""
Positief,"Dr somshekar is the best He gave my mom a second life.,""1"",""4"","""""
Positief,"Staff are friendly and excellent in whatever service they render.,""1"",""5"","""""
Neutraal,"This is an extremely expensive hospital which cannot be afforded without insurance.,""1"",""3"","""""
Positief,"In patient care was great during the first few days Nursing team was very fast to respond and very friendly.,""1"",""4"","""""
Positief,"Regular visits by the doctors Excellent house keeping.,""1"",""5"","""""
Neutraal,"The food takes a very long time to get delivered Food is again on the expensive side.,""0"",""2"","""""
Positief,"A lot can improve in this place to make the experience great.,""1"",""3"","""""
Positief,"ItÃ¢â‚¬â„¢s been 7 months since the accident now and IÃ¢â‚¬â„¢m back on my feet Thanks to Aster CMI for their good healthcare.,""1"",""4"","""""
Positief,"The registration experience was quick and hassle free The diagnostic labs are good too.,""1"",""4"","""""
Positief,"Overall it is a good and clean hospital which makes it one of the most favorite hospitals for locals and international patients.,""1"",""5"","""""
Positief,"The doctors are the best in the city along with great infrastructure makes this a preferred hospital for all.,""1"",""4"","""""
Positief,"Had a very good experience with the hospital doctor Dr Brinda Dr Lokesh and surgeon Dr Santosh nu neuro.,""1"",""5"","""""
Positief,"I was really happy and fully satisfied with the Pre Surgery preparations/ Surgery operations & post surgery care.,""1"",""5"","""""
Positief,"My experience with the hospital was good overall.,""1"",""5"","""""
Positief,"The hospital has good infrastructure and facilities.,""1"",""4"","""""
Positief,"When it comes to doctors they do have lots of well experienced and knowledgeable doctors.,""1"",""4"","""""
Positief,"Special mention to exceptional nursing and other medical & non medical staff who were very caring and checking on the kid every now and then.,""1"",""5"","""""
Positief,"Especially Mr Rajesh took care of mother like anything Whenever whatever we asked he had helped and arranged Great job,""1"",""4"","""""
Positief,"I recently had a positive experience at Aster CMI Hospital.,""1"",""5"","""""
Positief,"I am so glad that we got a kidney transplant done for my wife in Aster Hospital I can say the best hospital with superb service.,""1"",""4"","""""
Positief,"Overall the hospital has been following good maintanence and cleaning of the wards to ensure hygiene.,""1"",""5"","""""
Neutraal,"Visited the medical oncology department The consultation process was smooth Staff were polite and helpful.,""1"",""4"","""""
Positief,"Overall it was good treatment wise and the services Were also really good.,""1"",""5"","""""
Positief,"The entire Gynac department including fetal medicine OPD staff labor wards and nurses worked very efficiently and effectively throughout the time.,""1"",""5"","""""
Positief,"My wife was given a complimentary massage post delivery which speeded up her recovery and was very relaxing for her.,""1"",""4"","""""
Positief,"The staff also organised a surprise cake cutting for us as part of the celebration.,""1"",""5"","""""
Positief,"The admission process was remarkably smooth reflecting the hospital's commitment to efficiency and patient comfort.,""1"",""4"","""""
Positief,"The staff mainted high level of professionalism and compassion making me feel well-cared-for throughout my stay.,""1"",""4"","""""
Positief,"I Had good experience with Dr sanjay Bhatt who gives time for patients to understand their problem and provide the right medication and suggestion.,""1"",""5"","""""
Positief,"All good treatment from pediatric surgery team.,""1"",""5"","""""
Positief,"Aster has been the place for all my medical needs They have one of best medical care that you can ever get.,""1"",""5"","""""
Positief,"The staff are caring and one of the most efficient hospital I have ever visited.,""1"",""5"","""""
Neutraal,"I had some issues in bed assignments probably due to patient load on the hospital.,""1"",""3"","""""
Positief,"The Nurses did an excellent job especially Manjari Payal and Moushmi who always attended with a smile when needed.,""1"",""5"","""""
Neutraal,"I believe the hospital is expensive compared to others.,""1"",""3"","""""
Neutraal,"the cost of hospital is more.,""1"",""3"","""""
Negatief,"I would not like to recommend this hospital to anyone because of the bill they prepare at the time of discharge.,""0"",""2"","""""
Neutraal,"I had a single private room but was not cleaned and the staff was very rude,""0"",""1"","""""
Positief,"the food is not tasty and is not made well This can definitely improve,""0"",""2"","""""
Positief,"my wife during the treatment Got great support from the overall medical team.,""1"",""4"","""""
Neutraal,"Only concern is with the admission process and canteen  It needs to be improved.,""1"",""3"","""""
Positief,"Came to the Radiology department for my wifeÃ¢â‚¬â„¢s MRI and CT Scan it was done in a quickly and very positive way.,""1"",""4"","""""
Positief,"I am extremely happy the way she is helping me in my weight loss journey.,""1"",""5"","""""
Neutraal,"I requested to provide more staff in general ward.,""1"",""3"","""""
Neutraal,"The nurses staffs food service general ward rooms facility were excellent.,""1"",""5"","""""
Positief,"Admitted one day for the medical observation 1 week before delivery All process again was very smooth.,""1"",""4"","""""
Positief,"All producers has been taken very carefully and neat and smooth.,""1"",""4"","""""
Positief,"Shridhara s from nursing team has given immense support and happy for him.,""1"",""4"","""""
Positief,"Gynecologist Bhavani madam is good treating communication and treatment all is v good,""1"",""5"","""""
Negatief,"the poor can't afford this hospital in my opinion If you have medical insurance then it's easy.,""1"",""3"","""""
Positief,"To the neuro ICU nurses 5th floor nurses (shout to Samima and Full) thank you You did a great job.,""1"",""4"","""""
Positief,"Everything is so well coordinated I am definitely a happy patient.,""1"",""5"","""""
Negatief,"staff and nurses  are quite arrogant and rude they are not at all punctual and I believe if there was a serious emergency they would still come late.,""0"",""2"","""""
Negatief,"the amount we are paying is not worth it at all.,""0"",""2"","""""
Positief,"My baby got admitted in hospital and the treatment was good as well as security were kind and polite especially Sangeeta and Shraddha.,""1"",""4"","""""
Negatief,"staff and Nurse services is worst we are only to beg to treat patient and inform to give tablets to patient.,""0"",""2"","""""
Positief,"Many other doctors and support team has helped us to over come this situation.,""1"",""5"","""""
Neutraal,"if the nurses donÃ¢â‚¬â„¢t know how to do their job they shouldnÃ¢â‚¬â„¢t be allowed to work near a patient.,""0"",""1"","""""
Positief,"Hospital is very clean and good and doctor Mr Ravikumar C P is treats our baby within 3days our baby felt better and she became active.,""1"",""4"","""""
Positief,"One of the best hospital and good response from Dr I m happy to the service and securities Nice to see they are Communication with attendees.,""1"",""5"","""""
Positief,"Staff is prompt in their services Excellent team Special thanks to Venamma Taken good care clean place.,""1"",""4"","""""
Negatief,"Very bad experience.,""0"",""2"","""""
Negatief,"people who handle insurance are VERY CARELESS They donÃ¢â‚¬â„¢t even bother about the tension and emergencies of the patient.,""0"",""2"","""""
Negatief,"They always give WRONG communications This is really a very sad part about the hospital.,""0"",""1"","""""
Positief,"We are very happy about the treatment provided technology and doctors advice and concern towards patients in ASTER CMI HOSPITAL.,""1"",""4"","""""
Negatief,"Worst Experience in Aster CMI hospital,""0"",""2"","""""
Positief,"She was exceptionally well in handling patients By her soothing words she made worried patients comfortable.,""1"",""4"","""""
Negatief,"They are misleading people by not informing about the terms and conditions properly.,""0"",""2"","""""
Positief,"The surgery went really well and the recovery is nice as of now.,""1"",""5"","""""
Negatief,"Worst hospital to follow up Even tried walkin appointment but doctor will not take walkin people.,""0"",""2"","""""
Positief,"Nursing care given by nurses during all the shifts was good.,""1"",""4"","""""
Positief,"The support service team was also good in their work Overall the experience was really good and once again thanks to the entire aster team,""1"",""5"","""""
Negatief,"Worst hospital and management,""0"",""2"","""""
Negatief,"The staff is not at all helpful and do not give clear instructions,""0"",""1"","""""
Neutraal,"I also waited for one hour with a confirmed appointment and the lady at the reception  was very very rude,""0"",""2"","""""
Negatief,"This has been the worst experience with a hospital across India,""0"",""1"","""""
