Sentiment,Review
Positief,"This game is one of my all time favorites, I give it a 10/10 in the RPG genre.  It is a turn based RPG, that is fun to play.  I own this game for the PSP and the now the PS1.  This game is a rare find in good condition.  If you find a better RPG than this, besides the final fantasy games of course, let me know!"
Negatief,"Breath Of Fire 3 is a traditional RPG with a combination of 3D and 2D graphics.  The characters are what one would expect from a BOF game. The battle layout is well done for the most part, even though the loading time for some commands is just horrible.  The Masters system is a cool idea, as you can shape your characters into any class you want by apprenticing them to the right master.  The feature that keeps BOF 3 from reaching classic status is the story.  It starts out interesting, but about halfway through the game it seems to lose it's purpose.  Another annoying aspect is the desert area near the end of the game. The directions they give you are vague and confusing.  Worst of all however, is after all the long hours you put into playing the game, the ending is short and stale. If you are a seasoned RPG fan and have played through all of the other RPGs for Playstation, BOF 3 will keep you busy until the next big hit arrives.  If you hate puzzles and long loading times however, Breath Of Fire 3 may not be your game."
Positief,"Breath of Fire III is one of those games that can induce a trance of nostalgia upon thought.  I can say this about few games because most are powered by processors that reflect obsession with graphics and innovation.  Innovation is necessary, and appreciated, but games like BOF3 need never disappear.  It caters to the old-time gamer in all RPG veterens, delivering a simplistic save the world storyline and involving gameplay.  And what gameplay!  It's simplicity and charm will, hopefully, impress those who give it a chance because it is very deserving of credit.  Last, I must mention the fishing system.  It's incredibly addictive, simple, and enjoyable.  Nothing else could more easily describe it.  Throw in about another hundred fish and a wider variety of rods and bait, and you'd have a full game that I would have to own!  It's that good.  For everyone: whether an RPG-newbie or a hardcore veteren, you should give this game a chance.  Fun doesn't begin to describe it."
Negatief,This was the only Breath of Fire game I've beaten.  But I must say that it was fun.  The story and side quests kept me going.One of the downers was that you can't hardly change your angle.A big thumbs up going to the fact that you don't have to change screens to get into a battle (like Chrono Trigger).  This saves lots of time and makes thing more dramatic!  Fighting in narrow hallways and thick forests was great!I'm not going to spoil it for anyone...but the ending sucked badly.  But not enough to stop me from buying the next sequel.  ^_^
Positief,"Many may disregard the Breath of Fire series as just another RPG but Capcom has done a beutiful Job with this title.  They pulled out a lot on this case.  Beutiful 2D graphics that only Capcom can do, good music, simple controls make this an excellent purchase.  Chances are you may find this at a good price somewhere so I say go for it."
Positief,"&quot;Breath of Fire 3&quot; is a very interesting and well made game.  The plot is pretty good, and the characters are interesting and memorable.  One thing I do miss from the older &quot;Breath of Fire&quot; is the way they transformed into dragons; the process in the current game is excellent (I just prefer the older methods).  My favorite part of the game is that you start off playing a young version of the character, and then later in the game, you get to play a more mature version of the same character.  This game is a lot of fun and suitable for most people who enjoy the genre."
Positief,yeah the cpu is like  completley retarded gulie does not counter with his flip kicks ryu doesnt ever do his shukoken uppercuts to counter but  some of the characters can be pretty hard like T. Hawk but i just dont get the street fighter arcade - like feeling
Positief,"Street Fighter is perhaps the definitive fighting game series. Should you feel it necessary to buy absolutely every individual cartridge/disc of the six games contained on the two SF Collections, then do so and spend a ton of cash. They are all excellent titles, but the two collections of a game that defined the fighting genre are perfect. Street Fighter Collection, the original that is in the spotlight, is actually the more up-to-date one. While it does not contain the original Street Fighter II, it does contain 3 classic Street Fighter games. First is Super Street Fighter II: The New Challengers, released on SNES and Genesis in 1994. It was mindbendingly good the first time I played it. It had a solid 16 fighters. All 8 from Street Fighter II, the bosses, plus 4 new characters never heard of before: Cammy, Dee Jay, Fei Long, and T. Hawk. You might think, ""Oh wow, a new edition with new fighters. Never seen THAT before."" Well, you're wrong. Super Street Fighter II did contain 4 new arenas (respectively the ones for the new fighters). It also had newly mixed music, newly animated profile shots, and newly animated backgrounds. Basically, it was a perfect upgrade. Super Street Fighter II Turbo is also included. It may seem like Super Street Fighter II with the speed like Street Fighter II Turbo, but it added something. Each character had one SUPER MOVE. From Ryu and Ken's Shinkuu Hadoken to Chun Li's Kikousho, they really gave a great new edge to the series. Akuma is even hidden in this upgrade. Also, the definitive of the three Street Fighter Alpha games, Street Fighter Alpha 2, gets upgraded to Street Fighter Alpha 2 Gold Edition. Cammy is added on, and Evil Ryu becomes playable (YAY!). What's strange is that some of the cast gets an additional playability in their SFII:CE animation. So it's definetely worth picking this up...if you don't already have all three of these games for your SNES (Alpha 2 is also on the PS)."
Positief,"Forgotten amidst the blood of Mortal Kombat and 3-D presentations of Virtua Fighter and Tekken, the Street Fighter II series initiated the fighting game craze.  Whereas its successors won their fanbases with graphical geegaws, Street Fighter II's strength was superb, well-balanced, uncomplicated gameplay that was simple to learn but exhausting to master.  Street Fighter Collection accurately reproduces that gameplay, making for an excellent anthology, but not a flawless one.Firstly, the omission of the first three iterations of Street Fighter II is glaring.  Given the lack of complexity of those games, one has to wonder if Capcom's developers were too lazy (or their marketers too greedy) to finish those titles for this release, instead leaving them for Street Fighter Collection II.  Graphically the games are preserved admirably, although CD audio forces the game to start each track over when speeding the tempo up, unlike in the arcade games.  The long load times are excruciating, as is each title requiring its own Memory Card block, when the high scores for both titles could easily fit into a single block.The inclusion of Street Fighter Alpha 2 Gold is nice, but seems out of place in what is supposedly a historical collection.  Perhaps the developers felt they rushed the original Street Fighter Alpha 2 to market, and tried to save face by placing the more polished Gold version in this compilation.  And since this third title requires its own Memory Card block, Street Fighter Collection actually requires three blocks in all, not one as is advertised on the packaging.Still, all three games have withstood the test of time, and are worth purchasing for gameplay if not historical value.  But the aforementioned drawbacks of the Street Fighter II games and dubious packaging do detract from the compilation as a whole."
Positief,"The sheer number of games bearing some form of the name &quot;Street Fighter II&quot; is staggering. So when Capcom announced that it was putting together a compilation of Street Fighter games, I was stoked. My excitement quickly cooled when I discovered the true nature of Capcom's package. Street Fighter Collection contains Super Street Fighter 2, Super Street Fighter 2 Turbo, and Street Fighter Alpha 2 Gold, a slightly updated version of Street Fighter Alpha 2. The original Street Fighter 2, Champion Edition, and Hyper Fighting are nowhere to be found. The result is a shallow package that should have been so much more. The graphics and gameplay in the Super games are almost identical to what you remember. Every frame of original animation appears intact, and there isn't any noticeable slowdown. However, the graphics do appear a bit fuzzy. The sound is decent, and the music even speeds up and intensifies when a character is near death. The second disc contains Street Fighter Alpha 2 Gold. The game is almost entirely identical to Street Fighter Alpha 2, with only a few differences. First, any character that was in Street Fighter 2 Champion Edition can switch between normal and Champion Edition modes. Playing a CE version of a character disables his super meter and changes a few moves here and there. The CE character graphics are still Alpha 2-style. Also, there is now an Akuma mode, which pits your character against Akuma over and over again instead of fighting all the other characters. Also, Cammy is hidden in the game. She appears in her X-Men vs. Street Fighter costume. All this is fine and good, but what about all the other great Street Fighter games? Where's SF2 Turbo: Hyper Fighting? Or the original SF2, complete with Guile's &quot;handcuffs&quot; and all the other weird little glitches? Capcom truly missed out on a great opportunity by releasing a &quot;collection&quot; that is obscenely incomplete. If you're really itching to play SSF2 or SSF2T, this package is right up your alley. But fans hoping for a complete collection must keep on waiting."
Positief,"The one thing people are missing to consider about this game is that, if you notice, the collection is a collection indeed, and a fine one at that, but mostly shows how the Street Fighter series evolved.  If you note that it goes from Super Street Fighter II, to SSFII Turbo, to SF Alpha 2 gold.  Well, my point is that it shows in order how the series evolved to becoming more complex and technical with Super Combos added.  1st it starts with Super II, no supers at all, just classic, then goes to Super II Turbo, where the super combo made it's debut, and every body had only one super, then goes to Alpha 2 Gold, where it really shows what you can do with a super combo, plus more characters, and every body had atleast 2 super combos.Lets go over it:1st - classic with no supers lots of characters2nd - classic with supers making debut same amount of characters3rd - advance from 2nd with more characters and 2 supers for eachNot only that, but it's a classic game, mostly to me, just an example of the evolution of the series, if you are still looking for what you thought this game would be, get the 2nd one, otherwise, it's a wise decision to go with this one."
Positief,"Looking anywhere else people will charge more than $80 for an old wonderful game like this. Classic games like these are hard to come by, wish I had traded in LESS of my games when I was young."
Positief,This game was very good. The first 3D megaman game to be released.
Positief,I remember playing this when I was 12. The story was great and I played it through more times than I can remember.
Positief,"This was a very chanllenging game for me it. Took me about three months to beat the even old original 64 verison way back in mid 2000 I think it was when back when I was about and was midway through my final and last growth ssuppert. I belive I later when I was about 14  got the newer playstation version. I unfortunatley due to a couple years lack of experience had to use the invulerability and zeeny to comple in a lower completion time of about maybe 10 to 40 hours compared to the original  completer time of about maybe 30 to 80  hours maybe more or less. This game will be fun once you get used to some changes. One megaman like in the later  games of the original series was original drastically increased in size at a huge height of abou 4 to 6 six feet tall and abhout probaly weighs about  130 to maybe 350 pounds witrh his armor on this is the biggest mega man ever made.  Once you learn how to concort the stroneger boss with high atatck strenght and to dog them this may be a piece of cake.  To beat Jungo increas e every thing one the midssle launcher to max this will give you infinite ammo. With this one the ammo update to unlimited if you pay up enough zeeny You cane beat juno easily. Just hold down the button the missle will shot of function like heat seakers. As long as you have infinite health slash cantina points one you can sit there turning your missle into the ultimate automatic fire weapon. Pushbed the out fire down and  keep shooting them of at rapid speed. Even if you get hit you should be able to take this boss down and complety both parts of the battle in about maybe 45 second  20 minutes maybeless. This  is a fun games I hope you enjopy it even though roll is now longer robotic, and Rusha and Beta no longer exist. If you like this and want a really challange to test your patience and enduranc eplay the insanly hard megaman legends 2 also avilable in playstation format."
Positief,"Well as far as the person who sold this to me goes, the game came as described and in a well timed manner and I would shop here again.  However, the game itself is just not as fun as I remembered."
Positief,Mega Man Legends is a great new series for mega man.  The story takes him to an island searching for energy crystals on his dig adventures.  Game play is fun and easy to learn.  The game has plenty of secret goodies for you too discovery adding hours of replay value.  easy and fun to play but not easy enough that you'll only spend oh...one week or so one it.  Loads of fun a most have for hardcore mega man and new mega man fans of all ages!!!
Positief,"I will never forget the first time I played this game. A friend of mine had been talking about it for months when I was finally able to borrow a PlayStation and rent a copy of this game. It is really a fun Action RPG with elements of Mega Man, Indiana Jones, and Zelda."
Positief,"Mega Man Legends revolutionized The Blue Boy wander forever.Mega's 1st 3-D appearence.I strongly suggest that you buy this game.$15 is an awesome price.In the game,Mega Man is looking for the &quot;Mother Load&quot;,the greatest prize of &quot;Diggers&quot;.Mega Man also thinks that if they find it,it might help solve the mystery about Roll's past.In the game,you can find air shoes(the famous X &quot;dash&quot;)and the famous helmet.You start with Mega Man having no helmet,but thts cool. You can also get special weapons,like the sword and a drill.I would say this,and this only....BUY THIS GAME NOW!"
Positief,"Game works great, amazing story that brings back childhood memories, i love it!!! Awesome game to have that is old school."
Positief,Legends is one of the rare Megaman releases that takes place in a 3D world as opposed to the traditional 2D side scroller most MM fans are familiar with. Both Legends and Legends 2 are among some of the best made story driven 3D adventure games the PSX has in its massive and sometimes daunting library.
Positief,"I already own this game but it's in terrible condition. This is due to me lending it out, which is something I certainly don't do anymore. My favorite Megaman game period, along with 2, I had to get it again. And I have no regrets. Besides, I have 2 copies of the game now: One with only case and disc that have seen their better days and a newer complete copy that reminds me of my original copy in its prime."
Positief,Good game overall. Its fun and easy but rewarding. The voice overs are so cheesy that its actually funny and enjoyable to listen too. If you have not played this game yet and you enjoy mega man get this game.
Positief,"I personally like many types of fighting games and FUN is the thing that keeps me coming back for more.  A game can have pretty graphics sound great, and have all the bells and whistles in the world and still play like [...].  This game might not be as pretty as the Saturn version, but who wants a Saturn? One of the biggest flops since the future flop of Sony's [...]PS3.  A few frames missing and slowdown which I have not experienced personally are by no means reasons to dismiss a game that combines X-men with Streetfighter very well.  One more thing to mention about the price.  Not to insult anyones intelligence but simply supply and demand. It is discontinued, there are fewer and fewer copies available thus causing those on the open market to raise in value."
Positief,"I actually played the Saturn version with the 4MB RAM cart, and I have to say that the PS1 version SUCKS! Why? Because tag-team was taken out because the PS1 could not handle it. It did not have enough RAM (Random Access Memory) to switch fighters since it takes about at least 40 MB of RAM, and the PS1 only has 32 MB.  If Capcom did put in tag-team, then it would take forever to load up a character once you tag-team with it, you can tag-team with the same character, but it does not feel the same.I suggest get a Saturn, (it is only $10 bucks or less) get a 4MB RAM cart which you can find at EB.com, or any Video game store, and get the Import version of X-men vs. Street Fighter, trust me you wont be disappointed."
Negatief,X Men vs Street Fighter was a big hit in the arcades everybody said that game was the s**t. The Saturn was the only home port that gave us tight controls great graphics good animation & still had tag team mode unfortunately thanks to Bernie Stolar we in the US didn't get X Men vs Street Fighter nor the 4 MB RAM cart so those of couldn't get the Saturn version got this s**t on the Playstation which is bad on 2D it didn't have tight controls it didn't have beautiful graphics animations were bad sluggish speed oh NO TAG TEAM MODE! I remember renting this version & thinking it was terrible it's just this game wasn't made for The Playstation. Now the Action Replay that bypasses region coading & uses a 1MB & 4MB RAM function I would also require a Ascii Saturn arcade stick for this game too so any owner of The Sega Saturn should get that version it's a great fighting game that plays like the arcade.
Positief,"To say that the PS1 version of Capcom's X-Men VS Street Fighter is butchered is saying it lightly.  What made the game so great in arcades was the tag-team feature in which you picked two fighters and could switch at any time during the fight.  This feature made for great fighting fun, but because of the PS1's RAM inabilities, that feature had to be omitted.  It's obvious Capcom released this game to make a quick buck on the X-Men and Street Fighter licenses, and while on it's own it can be a solid fighter without the tag-team feature, the graphics are painfully watered down, the game is loaded with sloppy frame rates, and there is loads of slowdown.  If you can get past all that, this may be worth checking out if your a Street Fighter fan, but the Marvel VS Capcom games that would be released later on next-gen systems are more worth your time."
Positief,"i love ryu i love wolverine, ryu invented the fire ball not goku, goku who? you could suuuuper juuump and throoow fire balls fire balls bring out your second character fire power"
Positief,"I wasent as inpressed with this game as I thought I would be.  First of all, the load times are forever.  Second,  this game has cartoon graphics.  Theird,  I hate the street fighters in this game. Forth, I love the x-men (they are absolutly fabulus)."
Negatief,"I spent a week trying to get a grasp of the controls for this game.  I'm a true Batman fan and even I had to put this game down after several attempts.  It was either too dark so you didn't know where the character was going or you couldn't establish enough control of the game to fight the bad guys.  Not real crazy about the commute to the crime location as well, it was hard to locate where you were going, unless you are the true dark knight who knows every inch of Gothem City.  Unfortunately, the writers expected us to know as well."
Positief,I bought it to complete my set of Batman games for the PS1. I would recommend it to anyone who collects Batman games.
Negatief,"What do you mean &quot;A BIG GLITCH&quot;? Batman &amp; Robin is a mere better than poor! I've looked in a quiz, and two Italian plumbers (Mario and Luigi) both relate to this game. Besides, Mediocre is 10% better than poor."
Negatief,Yes I'll review Batman & Robin to the Playstation and why couldn't have been like Batman Forever arcade. It's wrose than Batman Forever on SNES and Genesis. I don't know which is wrose this game or the Joel Schumacer film. Becuse I don't know what to do after I get the diamond. I know what I'm getting with the film a very bad one. Just leave them both alone.
Negatief,"This game is complete crap.The graphics look decent,but the gameplay is for sh**.I can't even begin to tell you how bad ""Batman & Robin"" is.First off,the controls are terrible.You have a hell of a time trying to figure out how to fight,drive the batmobile,swim,use the gadgets...it's even a pain to try and walk.The map of Gotham is very small and all of the buildings of the area look the same.The game is also almost impossible.You get one life.After you die,it's game over,and right back to the beginning.You can also die quickly as well.You can play as either Batman,Robin or Batgirl,but their combat moves look absolutley retarded.Overall,this is THE WORST Batman game I have EVER PLAYED! ""Batman Forever"" on Genesis was better then this dud,and we all know how bad that game was.I HIGHLY recommend that you DO NOT buy this.The ONLY reason why you MIGHT wanna purchase this,is because it's a pretty rare game,and it could be a part of your game collection,but as far as the game itself goes....IT SUCKS!"
Negatief,"The Playstation version of Riven is definantly not as good as the PC version, but it still adds up to be a great experience. Solid gameplay, crips graphics, and top-notch sound. But still falls short in some areas. Disc changing can get very tedious. That's one reason why I recommend the DVD version for the pc. But it's no doubt this game will suck you in and keep you sucked for a long time. Get ready to experience a whole new world."
Positief,"ive played this game on my pc when i was really young. i thought it was actually creepy (which i kinda still do). i just love the myst series and this is my favorite. i got it for ps1 to play on my ps3 and its still that awesome game i remember it as! the case i got it in was pretty broken, but its just a case. THAT can be replaced. i really wish they still made games like this."
Positief,"I liked this game alot, it's challenging and it took me awhile to beat (longer than most other games). I do recommend buying the strategy guide because it's easy to miss alot. Anyways if you like the original Myst you'll love this. Great graphics, only flaws was there was a glitch here and there but nothing major."
Positief,"Back in 1993, a little game called Myst appeared. Everyone went crazy for  it -- it featured amazing graphics, addicting search and explore gameplay,  and it was actually educational. A main part of the game was reading, so it  figures that many parents were so supportive of it. It was also, though,  terribly spooky at times. You could be anywhere in the world of Myst and  still feel a general sense of... well, spookiness.But Myst was in 1993  -- and even though it held well throughout several years (which is  amazingly good), it started to be noticed more as a classic than current  technology.So how well can &quot;Riven: The Sequel To Myst&quot; hold up  against &quot;current technology&quot; and the original classic? By simply  making the adventure more intresting, more long, and with more  &quot;spookiness&quot; -- an original Myst-cliche that adds drama to the  game.&quot;Riven&quot; is even more rewarding than &quot;Myst&quot; so  much to the fact that it is sometimes speechless. There's five CDs to the  game -- that's clearly enough for anyone to buy this game. Even as it  starts out, you better look for clues. The developers made it so that if  you do not look for enough information, you could go from one disc to  another in less than 20 minutes.The graphics, while nice, aren't the  best in the world. Even the control (using the Playstation controller) is  sometimes sticky. But believe me, you'll get used to it.It's definetly  worth a buy from any fans of the &quot;Myst&quot; era."
Positief,"Except for having to switch discs all the time!!!  I know it's a fact that this game was so big, you had to swap discs, that's the only reason I didn't give it a 5!!!  Other than that the game is completely immersive.  It puts you right in the world of Riven.  This game inspired me to purchase Myst.  Part I in the series.  I hope that they make more of these games for the Playstation 2 and 3 coming out.  Myst III: Exile was the last game to be ported on the Playstation 2.  Come on Cyan, put more out for the Playstations!!"
Positief,"Most Teekns fans carer started with Tekken 3.  And if you were an aracde aholic, it started with 2.  Had this been the easrly 90's this gamewould have got 5 stars hands down.  But over the years, this game is aged.  Tekken 1, was not an arcade blokc buster, and really came to age on ome systems.  Most fans of later tekkens will notice that this game was left for improvements.  Thee characters, while perfect stunnning and apporpiate for the early 90's, are blocky and of little detail.  although it was light years beyond Virtua Fighter 1.  And the fact that this was one ofthe first 3-dgames without chessy ringouts,and a highly detail, and cue combo system.  Most fans of later tekken will notice the cheese factor of the gameplay.  You could basically, pumble the computer, or an human oppeonent with little ease on the ground.  Which was improved in later Tekkens.  And the 8 characters, which again was appropiate for the times.  The story of this game, goes back to early Tekken.  Heatchi(sp?) was the final Boss.And was pretty hard due tothe fact you could be killed with only 3 moves.  I dont remember if Devil Kaazu(sp?) was a secret boss. But he was selectable,only through a very hard unlock process.  Anyway, I know that the later Tekkens blowthis game way, but his is a classic.  Introdcuing oyung versions, of Tekken legends.  Law, Paul, and Kaazu(sp?).  This is a personal favorite of mines.  But the reason for the low rating is the fact that the gameplay was cheesy.  Which, again was greatly imporoved upon in later tekkens."
Positief,"While the game may be outdated and not as fun to play as some of the more recent titles, I can't fault this game because this is where it all started.On its own merit in 1995, it was a smash-box hit and everybody was ahhed by the graphics, 3d environments, and the musical score. Back then, we were used to Super Mario World and Final Fight. This was something completely different. No one cared about the flaws the game had back then. It was par for the course.Now, in 2012, a whole 17 years later (really? that long ago...), a person can easily recognize the flaws of gameplay, sound, and playability. Sound effects are lo-fi, almost like comparing a cassette to a CD. The soundtrack is still amazing though, as if it were mapped on an entirely different bit format. Playability, there is one overall mode - the 1P Arcade mode (unless you count options and 2P). Every successful completion of the game with a character unlocks a new character to choose - the same one you fight in round 8. After that, you have all of the characters and there's not much else to do. There's no team battle, no survival, just...1P Arcade. So it works for 1995. The ending movies are pretty bad, all having the same soundtrack and really blocky ugly CGI. Of course in retrospect, this WAS 1995.The movies never got better in the series until much later, but they did improve some.Overall, Tekken deserves a place in your PSX collection, right next to 2 and 3. You won't play it often because Tekken 2 covers all of those bases and more. So to me, at least, this game is merely a collection piece."
Positief,"The first time I played this game I was amazed by the sheer quality coming out of this game. The grahics were absolutly incredible and the gameplay was out of this world. This was all in 1995. Now that tekken2 and tekken3 had arrived on the scene it seemed as though tekken had faded to a fairyland. Back then in junior school everyone was in conversation about all the characters and the secret ones and how you unlocked them. And know that games like tekken2, tekken3 and soulbade coming to the playstation tekken was suddenly never an issue. All I know is that tekken was a fantastic game at launch and had also beaten virtua fighter on the saturn which was a rival to tekken. If tekken had never come out then I believe with a 100% that none of the existing games that I have mentioned above and their sequals would have been in existance. Despite these games being in existance tekken is still a soulfighter and is the game that made namco famous on the playstation."
Negatief,"works well for me, except i can't get my championships to show at the end. Im not sure if that is a glitch or not."
Positief,"The graphics and gameplay are very out dated. The movies at the end are stupid and only the first eight players have them. The only reason I even got this game is because I loved Tekken 2,3,Tag, and 4. The only reason I don't sell this is I want to have all the tekkens, but if you want to buy it, don't pay more than $2 for it."
Positief,Well i bought it because i wanted to collect all the tekken games(i did :D) and it brings back alot of memories
Positief,"Ever since I was young, I have been in love with the Tekken series. Brings back a lot of good memories. I bought this game to bring back the memories and the fun. Though the graphics aren't as top notch at games these days are, but it's still an entertaining game to play. If you collect either Tekken stuff or video games, this is a must own."
Positief,"THIS GAME WAS GREAT. THOUGH IT DOESN'T COMPARE TO ITS ORIGINAL ARCADE MACHINE, THIS HOME VERSION IS NICE ANYWAY. THE FIGHTS ARE ALL FUN, THE GRAPHICS STILL LOOK FANTASTIC EVEN THOUGH THIS GAME IS NEARLY A DECADE OLD NOW, AND THE CHARACTERS ARE ALL GOOD AND THE STORYLINES ARE ALL INTERESTING. TO UNLOCK THE BOSSES [WHICH IS THE MAIN THING], YOU HAVE TO BEAT THEM ALL WITH THEIR ALREADY AVAILABLE COUNTERPARTS. THE FIRST TIME YOU BEAT HEIHACHI [WHICH IS THE MAIN BOSS FOR THIS GAME], YOU GET HIM UNLOCKED. BUT THE REST OF THEM, YOU HAVE TO PLAY AS THE COUNTERPARTS TO GET THEIR BOSSES. EVEN WITH THE PLAYSTATION 2 AND X BOX AND STATE OF THE ART SYSTEMS LIKE THAT ON THE MARKET, MANY OF THE GAMES THEY PUT OUT TODAY CAN'T COMPARE TO CLASSIC GAMES LIKE THIS! THIS IS ONE OF THE ALL-TIME GREATEST FIGHTING GAMES EVER AND I DARE SAY THIS MIGHT BE THE BEST OF THE TEKKEN SERIES. EVEN HAS GREAT MUSIC."
Positief,"Never actually owned the original Tekken but I played it. Since I'm the best Tekken player in the universe, I've decided that I want to own the game that started it all...."
Positief,"From the cool first cutcene to the classic music that plays while picking a character, you know this is special.Don't just button mash, learn the combos because this is the only game(out of 100)that has made me curs at the TV. If you're a beginner, start of with someone with fast kicks like marchial Law and not Jack 2. BUY THIS because it's an ABSOLUTE CLASSIC."
Positief,I really like playing this game with my son. He has so much fun with it.
Positief,"all i can say is that this game is a classic, possibly the best game ever made for the playstation 1."
Positief,I bought this because i enjoy fighting games. But the controls are so hard. If it used analog control it would be a lot easier. But overall its an o.k game!
Positief,"Well, I just recently bought this game again, after finding it broken from unkown causes quite a few years ago. People keep on saying, ""Tekken 2 has HORRIBLE graphics and the gameplay is horrible!"", To those people, did you ever think that this game came out during the 90's and was probably awesome graphics back then? If you're a fan of good fighting games, I reccomend this. It has lots of characters, fair graphics, and is a good collectible for your Tekken collection."
Negatief,"the cd worked for about 4 days and then...BAM!! it was skipping like crazy, it froze wen i picked Jack-2 or Kunimitsu,and now it wont come on at all.IT WAS A PRETTY CRAPPY COPY"
Positief,"Ever since I was young, I have been in love with the Tekken series. Brings back a lot of good memories. I bought this game to bring back the memories and the fun. Though the graphics aren't as top notch at games these days are, but it's still an entertaining game to play. If you collect either Tekken stuff or video games, this is a must own. This sequal is too good to miss out on. Buy it before it's gone for good."
Positief,"THIS GAME WAS A VERY GOOD GAME. BUT THIS AIN'T AS GOOD AS TEKKEN 1. LIKE ITS PREDECESSOR, HAS GREAT GRAPHICS, GREAT LOOKING MOVES, AND GREAT BOSSES TO UNLOCK, WHICH GIVES YOU A REASON TO WANNA WIN THE GAME WITH EVERY CHARACTER. THE MUSIC IS GREAT HERE TOO. THIS IS A DEFINITE GEM. GET THIS AND ITS PREDECESSOR FOR THE ULTIMATE GAMING EXPERIENCE!!"
Positief,"Though this review may be 14 years 2 late,n my opinion TK2 is the best of the PS1 Tekken games.From the cool fmv intro 2 the ending credits TK2 is by far the best looking/sounding 3D fighting game on the ps1 console.TK3 backgrounds,music,fmv cinemas,light source shading,animations/combos just does'nt measure 2 the standards set by this 1996 classic and it was release 2 years later,go figure!"
Positief,"I remember Tekken 2 being one of my first fighting games I have ever played, and one that I kept coming back to. It wasn't just the nostalgia that kept me coming back, but the overall gameplay as well. Almost everything about this game was done right, and there is very little to complain about.Tekken 2 takes place 2 years after the events of the first Tekken. The plot isn't very well developed and isn't really involving, but everything else more than makes up for it. The graphics (for the time) were amazing and the animations were also nicely done. The roster includes 24 characters who are all unique and feel very well balanced. The game is very accessible and almost anyone can pick up this game and get a pretty decent grasp on it. The controls are simple and intuitive, and I always believed that this control scheme (each button controls a limb-ex. left punch, right punch) is one of the best for fighting games.For modes, you have your basic arcade mode which you complete to unlock new characters. You also have a vs. mode, a team battle mode (which is very enjoyable), a survival mode, a time attack mode, and a practice mode. All of these modes offer allot of replayability as it is easy to dump countless hours into any of these modes.The combat system is still excellent to this day. The amount of combos that each character can do is pretty substantial and you will discover new moves without being too overwhelmed. There also aren't really any cheap tactics unlike some of the more recent iterations of tekken (such as excessive juggling).Overall, this game is one of the best fighting games that I have ever played. With plenty of characters to learn, plenty of modes to choose from, amazing looking backgrounds, and a terriffic combat system, there is no reason to skip this game. If you still have a ps1/ps2, BUY THIS GAME. I recommend this game wholeheartedly, and you won't regret it at all."
Positief,"This is my family,s favorite fighting game. From my six year old daughter on up to my 10yr. old son they love this game.  The graphics along with the sounds and moves are excellent also, there is a great character selection to choose from."
Positief,"The sequel to the very popular Tekken, Tekken 2 takes everything that the original had and expands upon it. More characters, more levels, more moves, Tekken 2 is a classic and should be in the library of any fighting game lover.The combat in Tekken is one of best ever. There are so many possible combinations, it's almost impossible to remember them all. Each Tekken gets better and better. Another thing I love about this game is the music. It suits the stages, and characters, well."
Positief,"Tekken 2 it the huge sequel to the best selling fighter, Tekken, this game includes advanced fighting and secret characters to die for. Not only theat, but it had a plethera of gameshark codes to make the game easier. this game also introduced the 10 hit combo, the automatic win. Namco has done it again and they have done it with flying colors, this game is a must have for the fighting fans."
Positief,"Same goes for Tekken 2: played but never owned. Now that I'm officially the best Tekken player period, the urge to own all of them, even the first 2, just consumed me...."
Positief,what is there to say. this game has everything you want in a fighting game! plenty of characters to choose from and the gameplay is top notch for a ps1 game. definitely one of my favorites!
Positief,This game works great on my ps3 I would recommend this game for all arial fighting game thanks again love you guys thanks
Positief,"This has got to be the best one of the playstation one series.Can't wait for my ps2 to arrive to continue the series,hopefully they will be better than Ace Combat 3 which was an utter disappointment."
Positief,"This is an excellent game for spending some time on. I have played it before on a demo cd long ago so that's why I decided to buy it. It's about passing missions and destroying planes, bases, ships, etc. It find it very fun. The missions happen in different ambiences and time of the day which makes it more interesting. You can get new planes with different attributes according to what you want. A great title for the ps."
Positief,"For the &quot;Ace combat&quot; initiated, this game is a lot better that the original &quot;Ace Combat&quot; for it's graphics and play, although I have to say how much I enjoyed &quot;Ace Combat&quot; too, in the beginning. Not only have the grapics been improved but the game now includes a scannar that actually tellls you which way the enemy planes are pointing - a must for the correct deployment of missiles. Missions are plentiful and, in addition to the possibility to select a wingman (or, indeed wing&quot;woman&quot; as sexual equality aware NAMCO has included) you can even direct him or her to take on a certain part of the mission, or do the mission without support, as you wish. There are the usual night missions and canyon-runs, and plenty of planes to choose from. Game action is very smooth too. The planes available in the more advanced stages of the missions are great. An enjoyable game!"
Positief,"My first Ace combat game was Electrosphere or number 3 in 98 so 12 years later i decided to give this one a go.  It's a lot of fun, and after you configure your controls to how you like it becomes even better.  Compared to 3, this one is a bit more fast paced, but the graphics are noticeably lower in quality.The one quarrel I have, though it is a given for all pre 96ish (i think) PlayStation games is you can't use the analog sticks, which i always used in the third AC, and even though it's just a little stick, not having it really takes away from the flying feel."
Positief,This is a pretty fun game. if you like hardcore killing games then this is for you. this game rocks
